userid,finalgrade,top_features,top_values
208afcf7ec2ce09750b0c082acf3099d81eb9821ff38298ff2a859650cec93ba,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","6.435, 2.320, -1.991, 1.611, -0.954"
34703a3333d956b3eb39cf4250dbbeeda91dde6b4c30bfc4d581bbc7c4e87f07,77.7778,"Quiz_Submitted, Quiz_Viewed, Files_Uploaded, Num_Sessions, Quiz_Reviewed","-2.861, 1.265, -1.082, -0.933, -0.871"
8fc0df76d363803ecc092c36076644e1a9f5631c14ffe55f5ac4f7c8252c5264,91.66667,"Quiz_Submitted, Files_Downloaded, Quiz_Reviewed, Quiz_Started, Content_Views","7.630, -2.303, 2.161, -1.891, -1.181"
d46548af3983c7ac11abb507037a55fa0ff2a671e3e6cfe05f1ab4975c23a38f,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","6.503, 2.237, -2.218, 1.272, 0.843"
536fe45bd28186e50f5d68e9be4d22e3dafde3eefd1b7c316c5bc14f375f851d,88.8889,"Files_Uploaded, Quiz_Submitted, Files_Downloaded, Quiz_Started, Quiz_Viewed","-2.727, 2.636, 1.773, -1.167, 1.127"
fcff2044067a0e410f0415407d1d688ca2bcc08d08da1f894e14112de96eb812,88.8889,"Quiz_Submitted, Meeting_Joined, Content_Views, Quiz_Reviewed, Files_Uploaded","6.356, -2.579, -2.323, 2.250, 1.760"
3789e15704bfaa855483fee6ff7b9617da88622f0302d1ee2d8e652de82a8b9c,97.22223,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","5.583, 2.068, -1.911, 1.667, 0.962"
57e1d86ea6d3be32c1842b6d51f692ef874d2b4842835c3c0858757f84fafd03,88.8889,"Avg_Time_Per_Session, Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Session_Interval_CV","-3.410, -2.708, -2.020, -1.827, -1.073"
af6ac7a19bebcd855e5605e4e1a8b31007ad4fb95c0794ffd1248505b3f19a13,88.8889,"Quiz_Started, Files_Uploaded, Quiz_Submitted, Meeting_Joined, Session_Start_Hour_STD","-3.881, -2.526, -2.071, -0.875, -0.771"
6ec144c5d6440c76f1c776fbe5813906fb0704750847fb4bdbb533da744138f9,14.8148,"Quiz_Submitted, Quiz_Started, Session_Interval_CV, Messages_Sent, Quiz_Reviewed","-9.036, -1.464, -1.180, -1.175, -1.048"
87d2ff86d02b6ce74aeed8292e612de8f0a71418d6facd366c1157f0a1fb1e73,72.2222,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","5.698, 1.865, -1.817, 1.509, 0.904"
e0da873c77d0e3f5d61f608b12a4a2f88735488c60865cbaccc10c0062ffeee7,25.0,"Quiz_Submitted, Files_Downloaded, Quiz_Reviewed, Assignments_Submitted, Content_Views","-7.352, -4.369, -4.075, 2.868, -1.473"
7457473d5a77b5f63162c1ef13316cb8faa2c8f8fc3195315bb40b22bae6db3e,75.0,"Quiz_Submitted, Avg_Time_Per_Session, Session_Start_Hour_STD, Files_Downloaded, Content_Views","-1.718, -1.473, -1.249, 1.178, 1.132"
27c72aba4a8466c4483291cdca3428b51dd6d625d4a1b5750028c26cb05bb50e,36.11113,"Avg_Time_Per_Session, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Session_Start_Hour_STD","-3.571, -2.798, -2.713, -1.263, -1.104"
fff08d59edf251b6e9563660991119559cc23ad78c316da40a216eb6737f8435,100.0,"Session_Start_Hour_STD, Files_Downloaded, Quiz_Submitted, Total_Time_Online, Module_Views","4.556, 1.618, 1.023, 0.905, -0.886"
edf2fa83dce33bb31f85f7b2a598c194012b97b231ab56e263b3f95e8361316c,58.33333,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Messages_Sent","3.876, -3.595, 3.504, -3.238, 1.200"
7e248d094dafd944bf4511c9ad5cc51de07604573ede19931e90b464bf2b24cc,83.33333,"Quiz_Submitted, Quiz_Reviewed, Quiz_Viewed, Quiz_Started, Files_Uploaded","7.228, 2.507, 1.995, -1.858, -1.598"
82c9962e70885f4222960c81a24b0234b59b48cc7f1c20edbbc74eee100ffefa,89.58335,"Quiz_Reviewed, Content_Views, Quiz_Submitted, Module_Views, Avg_Time_Per_Session","-11.090, 2.618, -2.315, -1.651, -1.285"
0d813761a4df592b8ac37c234871fc1684286e5fe8e030fc11a5a691cd8954c2,91.66667,"Files_Downloaded, Quiz_Viewed, Files_Uploaded, Quiz_Reviewed, Quiz_Submitted","-5.518, -3.885, 3.826, 1.670, 1.612"
6241a251a3eb24f6d26954653a9c580a9540e156d854ee76a29e84dcc28ef62f,75.0,"Quiz_Reviewed, Files_Uploaded, Files_Downloaded, Quiz_Started, Quiz_Viewed","2.118, -1.966, 1.403, -1.238, 0.944"
4ccca0d0d6f2debb930ad8abb629f6c20ef7b7ab058cde81c08d89cce1d61d77,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Messages_Sent, Files_Uploaded","6.963, -1.982, 1.954, 0.960, -0.926"
f96653395998b06d3ecc3cc785ab3f36a3d2627c1d7c265ac3cca06a394da46e,35.0,"Quiz_Reviewed, Quiz_Submitted, Total_Time_Online, Assignments_Submitted, Session_Start_Hour_STD","-4.203, -3.885, 2.375, -1.357, -1.355"
cdafb574e0f4316eaa25627ded00b1a86f411b89fe795b6047feb3fa3b705f3a,75.0,"Quiz_Submitted, Content_Views, Quiz_Reviewed, Avg_Time_Per_Session, Files_Downloaded","-8.925, -5.719, -5.419, 1.547, -1.458"
adca7848adf9219e70f45c0d5fe4cfddc4869bce470212d907f8dd2cd2756cbe,82.5,"Quiz_Submitted, Files_Uploaded, Quiz_Started, Quiz_Viewed, Quiz_Reviewed","5.265, -2.316, -1.872, -1.836, 1.693"
d0aed1a63bae08e2b1cda1f03c5306efd1a57bd6f83447cbf53839208ef3a3f9,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","7.135, 2.694, -1.861, -1.546, 1.049"
6f0e627c97445df981bfeff6397d898e248aabbdbc4632f3a7bd434490c38636,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Files_Downloaded","6.961, 2.433, -2.280, 0.812, 0.714"
cbb83b685b3c886b96ade0fc38339cb85abae9d1695728a17c9a3a3ba4606a75,95.83333,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","7.244, 2.231, -2.072, 1.521, -1.046"
24c3a9533f23f4b33c0e1fff6e776947473178a7cba1dbfb547e785a71cfc585,88.8889,"Quiz_Reviewed, Quiz_Submitted, Meeting_Joined, Content_Views, Files_Uploaded","-5.633, -5.175, 1.955, -1.626, -1.259"
b3686571c334f8c7a604f223c4bfa1b19cf2f4b50a5d2955f2f5ba31083c65ef,61.5873,"Quiz_Submitted, Session_Start_Hour_STD, Files_Downloaded, Files_Uploaded, Quiz_Started","3.435, 2.583, 2.544, -1.848, -1.636"
675334bfc999d3410173358b0a3c3d29d3dba54ed6878daf0857d2d35b49f1db,100.0,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Session_Start_Hour_STD, Quiz_Started","5.813, 2.936, 2.028, -1.970, -1.710"
ebcb8db38e3cc4b0ffd95ce3d3baf91de2b645ce35cf5aa536469ad2ae41c172,94.20635,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Content_Views, Quiz_Started","6.535, 2.449, 2.327, -2.130, -2.054"
60d2dce820829ffd1ffad721f86c10f367e72f7465e1013a6e7eefc604128df3,62.5,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Quiz_Viewed, Session_Start_Hour_STD","-6.882, -5.887, -1.866, 1.109, -1.098"
131e8c2dd52fd181ee22497855f5178c3400336b682cd2d009ff208991af307e,100.0,"Quiz_Submitted, Module_Views, Session_Start_Hour_STD, Session_Interval_CV, Total_Clicks","-7.186, -3.113, -1.374, 1.344, -1.286"
c34291c9d9e271518336bd42c8cd9f65175f14773bda09bae3ed10af4188dda6,88.8889,"Quiz_Submitted, Avg_Time_Per_Session, Files_Uploaded, Files_Downloaded, Session_Start_Hour_STD","-2.946, -2.161, -1.111, 0.826, -0.642"
3228e1d52a3b97890ab35431eb5dba80f0d673670e51f5c09b7df9c01e43457b,100.0,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Quiz_Viewed","5.807, 2.505, 2.278, -1.955, -1.030"
6e3a9e9ac4a6e00f2cd3c4b4ea34d8edcba311522d6440c2790f0fa3354c22ca,87.5,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Content_Views, Avg_Time_Per_Session","7.579, 2.205, -1.817, -1.282, -1.167"
a2a51e65300e5d75a7c196358608895b3e4fba3459268e00ea7c2409ac59fa38,60.0,"Quiz_Submitted, Content_Views, Quiz_Started, Files_Uploaded, Messages_Sent","-12.362, -4.736, -1.520, -1.443, -1.279"
8c25b64751a9114089be936362bd82235eabd8438843fcf466811a5ccd64cb71,83.33333,"Files_Downloaded, Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded","-6.503, 5.921, 2.209, -1.955, -1.631"
eca90c45a7bc71df941082c52943c925be906063b7e9dd64ef8a85126bae3444,22.2222,"Quiz_Submitted, Quiz_Started, Files_Uploaded, Quiz_Reviewed, Messages_Sent","-11.329, -1.342, -1.007, -0.786, 0.723"
868122e89dbd5c65dcfe7887acf7459335175baef558b67b22f2f196b86e953e,88.8889,"Quiz_Submitted, Quiz_Viewed, Quiz_Reviewed, Quiz_Started, Files_Uploaded","4.356, 2.288, 1.808, -1.432, -1.169"
7118c4ee23235fc76832d5df34a4349ad281b585816bd9ab131ed909e57b966e,50.0,"Quiz_Submitted, Avg_Time_Per_Session, Quiz_Reviewed, Quiz_Viewed, Quiz_Started","4.303, -2.736, 1.430, 1.309, -1.224"
df26604c7876c482bc18e38a792f705203ebc598aa79e4f98f417d17fcfa2005,88.8889,"Quiz_Submitted, Files_Downloaded, Quiz_Reviewed, Files_Uploaded, Module_Views","-6.395, 0.997, 0.930, -0.819, 0.717"
1c48cf024b30eabcb9c5173cb39a2a8c288853165ca78136567a583c683aac9d,100.0,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Session_Start_Hour_STD, Course_Views","-6.318, -6.142, 1.791, 1.442, 0.831"
36449807180f11dca7a18007dce60a872ed2b5df6b6a76b8d0ddfc0423eefff4,87.5,"Quiz_Submitted, Content_Views, Quiz_Reviewed, Module_Views, Quiz_Started","7.041, -3.642, 2.053, 1.768, -1.658"
0a94c87405a471b537057f4d571a6c501e18894fe6010bb90ce1f26d7064f0ee,14.8148,"Quiz_Reviewed, Quiz_Submitted, Quiz_Started, Files_Uploaded, Assignments_Submitted","-12.375, -2.125, -1.346, -1.130, -1.106"
e8d4085a5c15dad657c9ab3759b683eed167f1aa1c8dc2bd4e013a88b0f13ff6,95.83333,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Downloaded","6.615, 2.617, -1.932, -1.134, 1.077"
914198ab7b22a1d4216861799e3d60cd9f314522c452e4831cc6c74aaf44b8a5,87.5,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Messages_Sent, Files_Uploaded","6.702, -2.087, 1.850, 0.882, 0.866"
7f29288ba3cd91a44d1267108eb274f5e19413471f378ae3f3c75a37ddf15e10,66.6667,"Files_Uploaded, Quiz_Reviewed, Meeting_Joined, Quiz_Submitted, Quiz_Started","3.279, 2.291, -2.224, 1.777, -1.677"
0462f66fc1b7173259ec9819298edd90f65a87b8aa0595518f43ca97fa3adaa2,77.7778,"Quiz_Submitted, Files_Uploaded, Meeting_Joined, Quiz_Reviewed, Quiz_Started","3.347, 2.642, -2.152, 2.092, -1.331"
066e501c1f582232abcdace39a48ba2b5016f9adb8c0a5d058b08ad806038833,55.92175,"Quiz_Submitted, Module_Views, Quiz_Reviewed, Quiz_Started, Quiz_Viewed","4.235, -1.781, 1.649, -1.403, -1.360"
2b48c3c61b747021de449d323a29813fa182e6b7ba0a5d428069b9b0356d775b,100.0,"Quiz_Submitted, Meeting_Joined, Quiz_Reviewed, Quiz_Started, Files_Uploaded","5.698, -3.971, 2.226, -1.788, 1.516"
010473c26cf18792e5b7582d91a0056b02a408bad419eb4170fe2ebe237faa05,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","5.922, 2.256, -2.167, 1.837, 0.798"
31f772c9f56f488a3e5761f3e6ab8ec486e07aa33dd9bf004a811433011d18f8,78.34865,"Quiz_Submitted, Quiz_Reviewed, Quiz_Viewed, Quiz_Started, Files_Uploaded","5.473, 2.640, -2.091, -1.834, -1.796"
80fe4fb2b1b212b0dc99440f140decb394f9f795c29e609039aa4024c9eb17c3,33.3333,"Quiz_Reviewed, Quiz_Submitted, Session_Start_Hour_STD, Assignments_Submitted, Num_Sessions","-9.163, -8.200, -1.726, -1.520, -1.481"
2451af3cbba312c3b456085fabf8603bcd08956708acc2f89a353a3578ee9c14,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Module_Views, Quiz_Viewed","6.011, -1.882, 1.743, 1.031, -0.820"
d4e37a86ac3fb6f29b8de07c5c0d11de232a831f680dfb1eee51d60d569af52c,78.75001,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","6.877, 2.826, -1.969, -1.679, -1.597"
7a8ce174f741a583a8f219dbf6df072f0897120033a2b40f38468edde2c66631,83.33333,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Meeting_Joined, Files_Uploaded","5.670, 1.942, -1.805, 1.122, 0.866"
990985ad8877ea156190ab3fc4654ee6216762332a705fbeffe6553d223baa6e,74.5635,"Quiz_Reviewed, Quiz_Submitted, Quiz_Viewed, Files_Uploaded, Quiz_Started","-4.667, 4.337, -1.473, -1.132, -1.130"
c4244582efd9d717b1db2110d03cfdad381b69b08821f1ee9ad32fabdfe7fb15,98.4127,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","6.276, 2.284, -2.010, -1.012, -0.995"
9e628fd3e88e4b6c58da2834963449b201b777033cfe6496b65bbc36939307ad,0.0,"Quiz_Reviewed, Quiz_Submitted, Quiz_Viewed, Assignments_Submitted, Files_Uploaded","-34.491, -17.655, -8.283, 1.876, 1.688"
22d2a8fb408729abca1cec5ccb39471f5342a7e6c82d49bc85d5f194f052f0e2,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","6.651, 1.940, -1.831, 1.051, -0.696"
b4fafdca76e4684904eceadc8eff43ca690cd2d697dbc584dd69bb1b2fdba540,35.0,"Quiz_Reviewed, Quiz_Submitted, Content_Views, Quiz_Viewed, Files_Downloaded","-32.254, -15.623, -4.832, 2.448, -2.074"
f16d66e9f896c82eda21bc5937f1f8321e765865495810e68fc855ff77744ed2,87.5,"Quiz_Submitted, Quiz_Viewed, Quiz_Started, Quiz_Reviewed, Num_Sessions","5.785, 1.834, -1.709, 1.698, -0.976"
4a89e224366de9f4f8cebd04665d4f62a289c7bd888ae2fb7b31dc50e9f936de,77.7778,"Quiz_Submitted, Module_Views, Quiz_Reviewed, Quiz_Started, Files_Uploaded","5.721, -2.665, 2.311, -1.739, -0.892"
a5b0f53b06b364a6a2dbb94bcdf9240f7433c4626bff261d3ce0b8299de47296,88.8889,"Quiz_Reviewed, Quiz_Submitted, Assignments_Submitted, Files_Uploaded, Content_Views","-7.284, -7.013, -1.374, -1.133, 0.975"
6b32ac1a3edaa726858d8f9ce22695330a1bd776c78280b0769dabebfaf6cd78,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Quiz_Viewed, Files_Uploaded","6.904, -1.933, 1.808, 1.582, -0.725"
6d03c92c17e4ec9769d1a37c61f23e42dca9b1174f8f5e6e874ff3bb75e43b56,22.2222,"Quiz_Submitted, Quiz_Reviewed, Session_Interval_CV, Files_Uploaded, Content_Views","-2.782, -0.949, 0.854, -0.825, 0.757"
466bb4e8837cd9a97bf28f5fba049b477cdc267251b8a3610892cb3ff6c38fad,100.0,"Module_Views, Files_Uploaded, Quiz_Submitted, Quiz_Reviewed, Session_Interval_CV","-2.933, -2.425, -1.994, 1.742, -1.495"
88e50e1906f7979bb4e28ad204d02b6ebffc89b82ffbc3b9e196a8b242d3d141,97.22223,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Quiz_Viewed, Session_Start_Hour_STD","5.786, -1.861, 1.685, 1.181, 0.759"
417af69964c12fe42b2a6b556221003aa38477fc8d5ca284330252676e3a44fe,77.7778,"Meeting_Joined, Files_Downloaded, Files_Uploaded, Quiz_Reviewed, Quiz_Started","-1.752, 1.742, -1.607, 1.218, -1.077"
54533d1f1b02fab1b7ebe0e8415176096f4bddaabd35120ddcad369d66dfb142,83.33333,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Meeting_Joined","5.899, 2.276, 2.016, -1.953, 0.805"
fc5f27e66eb64b6b11169851d85a90d9a67f080b07943b7a7b6fb767aae4fa49,100.0,"Files_Uploaded, Quiz_Reviewed, Quiz_Submitted, Quiz_Viewed, Quiz_Started","3.877, 2.149, 1.791, -1.434, -1.294"
f017ff3addd51695c8678218f6bfc3ac07c0388e7c1ef9fdfbb6e05a6e97bc8f,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Messages_Sent","6.300, 2.573, -1.851, 1.404, -1.287"
7f29288ba3cd91a44d1267108eb274f5e19413471f378ae3f3c75a37ddf15e10,100.0,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Total_Time_Online","6.284, 2.293, 2.139, -1.713, 1.184"
56a85c812666c8086b55ffca5dfd9d96caf1c693f1ee5a99a3ebf62db72008e2,83.33333,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","7.792, 2.633, -2.349, 2.111, 0.952"
b04293a4e34058734c8167a68a074a67a2e8624c6e587d679851cfe3cc8b53d7,100.0,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Num_Sessions, Files_Uploaded","-10.301, -6.870, 1.969, -1.625, 1.499"
34a0b6568e9617919ca753e29f620e2814d0bbbd8715ccd81aee745db0ccd3ef,61.1111,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","6.244, 2.249, -2.239, 1.703, 0.564"
00eab2a4b8c250a2378ccda04bfac5d67e26f0833db07aff7e1b0683c76540b3,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Messages_Sent","5.786, -1.902, 1.792, 1.406, 0.807"
42a1a1f4f498e0011c2e615bfc49939d99e846bc9dc198dff45424a500eb00fe,100.0,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Session_Interval_CV, Files_Downloaded","-2.295, -1.170, -1.025, -0.917, 0.803"
09bd8ab817ebdd884dfc60c2ca12ce508da6ff115f1506ef29aaccac4d2f3306,75.0,"Quiz_Submitted, Files_Downloaded, Avg_Time_Per_Session, Quiz_Reviewed, Quiz_Started","6.475, -2.499, -2.449, 2.076, -2.049"
307ea1b8d28cf65248256e60a69395d5caaf38740a63aba0d130ec64e5c2c5b6,100.0,"Files_Uploaded, Content_Views, Files_Downloaded, Quiz_Reviewed, Quiz_Submitted","-3.833, -3.126, -2.372, 2.078, -1.744"
426999483f673222d9dbb1140c9d0c25b6376a82d146525d9d5b43d63a708752,55.55555,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Quiz_Viewed","4.906, 2.280, -1.778, -1.600, -1.052"
e2084410780df1f3b1b9b63b80c99009d7f82b4145a67287249f86c236448ed9,11.1111,"Quiz_Reviewed, Quiz_Submitted, Quiz_Viewed, Avg_Time_Per_Session, Total_Time_Online","-33.319, -16.864, -8.509, -1.466, -1.372"
2e1064b7a385da9f896713601d5bd4b7c9dcb93527b023de4a8ad3ce03cd3ea7,100.0,"Quiz_Submitted, Quiz_Viewed, Quiz_Reviewed, Quiz_Started, Files_Downloaded","5.069, 2.001, 1.707, -1.608, 0.829"
078c83a2dba4fbbf5eb4112fd133a1b9a66a770448b9c9273edf19fcc9ccd486,66.6667,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Content_Views, Messages_Sent","-5.317, -4.223, 2.364, 1.523, -1.196"
5596416abf8db3864603cf1c68b73fd4e1e23894664426db528cfa683d0b357f,61.1111,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","6.234, 2.277, -2.004, -1.766, -1.748"
2dcb5af72c99a4d146d0360361101df6a6d76a126858547ef240eafb1405d4cf,75.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Content_Views","5.498, -5.011, -3.905, -2.913, -1.819"
b1e320e269f4962876292fab4a85424aede6028f31d06b4ea8aa288701ddcccf,66.6667,"Session_Start_Hour_STD, Session_Interval_CV, Quiz_Submitted, Files_Downloaded, Files_Uploaded","1.907, 1.490, 1.281, 1.078, -1.044"
2b375b343101543f8055720f00bd880d7583bf71c85dbc2726d3980f19910030,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Session_Start_Hour_STD","5.614, 2.518, -2.215, 1.804, -1.270"
a9efd1e0d9f4b85cf17aa412b7f4be5e8b1f0fbb22a7b1b9fc9e46ae78d687f2,88.65497,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","7.736, 2.483, -2.325, 1.222, 0.949"
0f1144233312fd86e1730e3444ec33c45d0d7592cbf26ab025b03fb2a963ff73,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","6.355, 2.115, -2.026, 1.767, -0.647"
8a84460ca86a750951bc536d476203900d9d9e23de4c968c7b7b622bd75825c7,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Session_Start_Hour_STD, Files_Uploaded","5.491, 2.488, -2.138, -1.211, -1.133"
aea7a0b07df9949e0be1139adf8822aa6977fc1ac6189eb5b917fa4792c5a6ad,33.3333,"Quiz_Reviewed, Quiz_Submitted, Session_Interval_CV, Content_Views, Course_Views","-28.750, -15.835, 1.759, 1.399, -1.028"
37719ee8122487837868748133d0bc0a4486e4f155c6472ed54eababfe491665,76.66668,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Files_Downloaded","5.174, -1.959, 1.937, -1.689, 0.946"
303aa3de0297aade6896801435db5ccfd188c166f1a27310d7fa5670a6702f1e,77.7778,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Session_Interval_CV, Content_Views","-2.305, -1.369, -0.830, 0.681, 0.560"
3b931310bd3eed1939d6b174ac31d11b9bf968efd768ff62b9d756ef1160e1eb,55.4365,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Session_Interval_CV","4.749, 1.756, -1.743, 1.715, -0.726"
e8f28e55db2ae922d5297de1daea0c11113cd945264c4d252cc8d981df546688,100.0,"Quiz_Submitted, Files_Uploaded, Session_Start_Hour_STD, Messages_Sent, Quiz_Started","3.098, 2.769, 2.661, -1.396, -1.169"
1d400b3edf76d9554454f46ed83997faf22c52e2e35580de9997c5c17fa2dbe1,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Forum_Views","6.572, 2.434, -2.349, 1.355, 0.655"
e616f930c36fbe32855487b49bbee7f74fdb63affad62d2378c54c187498ae5d,100.0,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Meeting_Joined","5.961, 2.271, 2.194, -1.996, 0.814"
0a3711e685d95946aa139875949a32272d0ad5c6d398c87b66007dbf413e5929,66.66665,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Files_Downloaded","5.513, 2.364, -1.997, -1.333, 1.146"
3d0e7a2e7798313b6acd5a0ab2320e600825bf8b3a434f3dad710c0ea88364c6,100.0,"Files_Uploaded, Content_Views, Quiz_Reviewed, Avg_Time_Per_Session, Quiz_Started","-3.589, -3.348, 1.545, -1.459, -1.434"
0c832d301e768767ab98146efe389e8c0585b43618e46d4d2becf6b2dd2b426f,83.33333,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","6.625, 2.339, -2.143, 2.059, 0.889"
756cd40a7966be2d3f674b02ab4ab57d1696f091c9f51962cad776ce8c447040,97.22223,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Quiz_Viewed","5.122, 1.777, -1.765, -1.551, -1.445"
7ac6695450d0eda16ea62c59b39dfd5913878a0fc5e938b9d6c8e314caaac221,75.0,"Files_Uploaded, Quiz_Reviewed, Quiz_Viewed, Quiz_Started, Session_Interval_CV","-2.724, 2.273, 1.391, -1.354, 0.999"
666ed525a543385ba922a6b79a340ea51fa714086ee40280d5e4896efcd86641,70.83335,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Files_Downloaded, Session_Start_Hour_STD","-1.579, -1.119, -1.090, -0.850, -0.693"
094a5212213d9eba48b3345c7c2ab242e0cd4769d0e9c6680f02213e0164f674,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","6.324, 2.198, -2.085, 1.834, 0.730"
4ef4bcd37cfe6fce9de6232ab82e8f62853fa7576c9d66e46322edca7d32dec9,77.7778,"Quiz_Reviewed, Module_Views, Quiz_Submitted, Course_Views, Files_Uploaded","-2.118, -2.071, -1.817, -1.650, -1.468"
1c667312837652cb221b819b01dd50ab8d64e62e0b20075273cfcd9a06921211,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Quiz_Viewed, Messages_Sent","6.395, -1.959, 1.808, 1.536, 0.851"
cd68203277db133fa73c444f1c5edb6faf448e3999290ebccf9af2fef288a66a,86.11112,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","6.978, 2.234, -2.096, -0.981, -0.720"
cef43080653fa573b1716c742487eed8600c68ae93f47ee9cda650754898437e,75.0,"Files_Uploaded, Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Session_Start_Hour_STD","2.935, 2.163, 1.784, -1.451, -1.044"
c69146a8934aaa6e6a8bda2b56846357d578b2ba8be85db6dfc92effa4c59c67,79.16665,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Files_Downloaded","3.244, 2.697, 2.157, -1.329, 0.578"
a976159ebeda6671c76d6b7991fbffea169fd9db910b70901df59965653ca039,100.0,"Quiz_Submitted, Quiz_Reviewed, Session_Start_Hour_STD, Quiz_Started, Files_Uploaded","4.523, 2.001, -1.839, -1.746, 1.381"
9a110099a7a59ab891b2382affd6e1ed64255db7531fe87622c1aaae7cf182b6,100.0,"Quiz_Submitted, Files_Downloaded, Files_Uploaded, Quiz_Reviewed, Quiz_Started","5.935, -3.428, 2.517, 2.386, -1.795"
3ecd441893f9dec5b73daafd0b16f3feac3f5c8f8e05a21908d9c08c8b9b34a0,22.2222,"Quiz_Reviewed, Quiz_Submitted, Files_Uploaded, Assignments_Submitted, Total_Time_Online","-9.096, -7.456, -1.294, -1.139, -0.828"
48df792f0c5d8e2b9ba05e8a27c3c08d3f5f6c7a1ed2cca8245d56ed0350ecfa,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Quiz_Viewed","6.223, -1.915, 1.638, -1.095, -0.774"
